batch_index,metric,tau,area,comp,suff
2,mse,10,0.075,6.977026,14.322718
2,mse,10,0.1,7.554448,12.781296
2,mse,10,0.15,11.519428,9.248429
2,mae,11,0.05,7.824282,15.456949
2,mae,11,0.075,9.506485,14.226707
2,mae,11,0.1,10.755741,13.400799
2,mae,11,0.15,11.643677,12.016249
2,mse,11,0.05,4.736311,15.456635
2,mse,11,0.075,6.441316,13.398434
2,mse,11,0.1,8.387611,11.90345
2,mse,11,0.15,9.695059,9.52626
2,mae,12,0.05,8.095781,15.451711
2,mae,12,0.075,9.824737,15.391212
2,mae,12,0.1,10.320626,13.871636
2,mae,12,0.15,12.14172,11.751566
2,mse,12,0.05,5.07418,15.282389
2,mse,12,0.075,7.129619,15.032471
2,mse,12,0.1,7.897055,12.368864
2,mse,12,0.15,10.726344,8.808162
2,mae,13,0.05,8.313083,16.022224
2,mae,13,0.075,9.920986,14.927225
2,mae,13,0.1,10.851695,13.524894
2,mae,13,0.15,12.007627,11.936008
2,mse,13,0.05,5.461443,15.955532
2,mse,13,0.075,6.959885,14.346714
2,mse,13,0.1,8.197134,11.965054
2,mse,13,0.15,10.583221,9.125831
2,mae,14,0.05,8.585882,14.525366
2,mae,14,0.075,10.317836,13.555946
2,mae,14,0.1,11.201678,13.164589
2,mae,14,0.15,13.122393,11.423075
2,mse,14,0.05,6.138537,13.442437
2,mse,14,0.075,7.987936,12.193442
2,mse,14,0.1,8.800069,11.263695
2,mse,14,0.15,11.576983,8.252474
2,mae,15,0.05,9.315825,14.876692
2,mae,15,0.075,10.787644,13.307155
2,mae,15,0.1,11.319859,13.176336
2,mae,15,0.15,12.962381,12.104607
2,mse,15,0.05,7.294032,14.410816
2,mse,15,0.075,8.692986,11.954443
2,mse,15,0.1,9.203482,11.6901
2,mse,15,0.15,11.287193,9.773055
2,mae,16,0.05,8.92818,15.432715
2,mae,16,0.075,10.689911,14.566654
2,mae,16,0.1,10.957834,13.933129
2,mae,16,0.15,12.1957,12.22471
2,mse,16,0.05,7.127728,15.6311
2,mse,16,0.075,9.011736,14.179112
2,mse,16,0.1,9.525421,12.924602
2,mse,16,0.15,10.790976,10.031703
2,mae,17,0.05,8.111965,15.522539
2,mae,17,0.075,10.447489,14.80438
2,mae,17,0.1,10.776468,13.987859
2,mae,17,0.15,12.103598,12.044061
2,mse,17,0.05,5.33861,15.595242
2,mse,17,0.075,8.359327,14.079788
2,mse,17,0.1,8.655787,12.648254
2,mse,17,0.15,10.46275,9.690988
2,mae,18,0.05,8.150975,15.890899
2,mae,18,0.075,9.305323,15.445749
2,mae,18,0.1,10.64835,14.685791
2,mae,18,0.15,10.820595,13.888809
2,mse,18,0.05,5.233748,16.711567
2,mse,18,0.075,6.652982,15.264353
2,mse,18,0.1,8.177502,14.237795
2,mse,18,0.15,8.226774,12.891058
2,mae,19,0.05,7.411539,16.552374
2,mae,19,0.075,9.058971,15.246243
2,mae,19,0.1,9.809028,14.467625
2,mae,19,0.15,10.767675,13.24264
2,mse,19,0.05,3.948531,17.780777
2,mse,19,0.075,5.995645,15.482474
